205,0.12
302,0.17
404,0.23
500,0.3
606,0.35
700,0.41
806,0.47
903,0.52
1009,0.59
1101,0.65
1207,0.7
1303,0.76
1407,0.82
1505,0.88
1601,0.93
1703,0.99
1806,1.05
1903,1.1
2007,1.16
2104,1.22
2205,1.27
2308,1.33
