1503,418.75
1401,359.7
1305,303.6
1207,248.25
1170,224.5
1137,206.79
1108,191.37
1076,173.3
1038,151.85
1000,132.5
974,116.63
930,94.2
900,79.25
876,63.25
827,45.53
807,36.52
708,0.974
603,0.34145
506,0.05341
404,0.00275
308,0.00013
206,0.00002
