203,0.04
308,0.07
400,0.09
502,0.1
601,0.12
703,0.14
801,0.16
906,0.18
1004,0.2
1109,0.21
1205,0.23
1307,0.25
1402,0.27
1505,0.29
1606,0.31
1705,0.33
1809,0.35
1902,0.37
2008,0.39
2109,0.41
2206,0.43
2307,0.45
