400,0.00218
508,0.0506
603,0.328
699,6.95
726,11.73
747,16.73
773,24.15
800,33.7
820,42
852,55.4
873,65.3
900,78.2
1006,133.6
1102,187.9
1206,247.17
1307,305.5
