208,9.345
303,13.613
404,18.18
502,22.64
601,27.105
705,31.768
804,36.243
901,40.621
1000,45.095
1100,49.57
1206,54.4
1303,58.81
1407,63.46
1500,67.62
1600,72.19
1702,76.79
1800,81.02
1909,86.16
2009,90.65
2101,94.75
2201,99.34
2297,103.67
